question,answer
"Chào bác sĩ, Em bị viêm amidan, gần đây em thấy bệnh hay tái phát, amidan thấy có mủ và miệng có mùi hôi sau khi ngủ dậy. Bác sĩ cho em hỏi viêm amidan tái phát có mủ kèm hôi miệng điều trị thế nào? Em cảm ơn.","Chào bạn, Với câu hỏi “Viêm amidan tái phát có mủ kèm hôi miệng điều trị thế nào?”, bác sĩ xin giải đáp như sau: Theo như bạn mô tả, bạn bị viêm amidan tái đi tái lại nhiều lần gây hôi miệng, bạn nên khám chuyên khoa Tai mũi họng để được các bác sĩ Tai mũi họg tư vấn phương pháp điều trị tốt nhất cho bạn. Nếu bạn còn thắc mắc về viêm amidan tái phát có mủ kèm hôi miệng, bạn có thể đến bệnh viện để kiểm tra và tư vấn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Chào bác sĩ. Em bị mất kinh trong 6 tháng, em có đi khám bác sĩ kết luận bệnh tuyến giáp và suy buồng trứng. Vậy bác cho em hỏi mắc bệnh tuyến giáp và suy buồng trứng có thể có kinh trở lại không? Cảm ơn bác sĩ đã tư vấn.","Chào em. Cảm ơn em đã tin tưởng và chia sẻ câu hỏi “mắc bệnh tuyến giáp và suy buồng trứng có thể có kinh trở lại không” tới DICA. Bác sĩ xin được tư vấn tình trạng của em như sau: Do tuyến giáp đóng vai trò quan trọng trong việc kiểm soát chu kỳ kinh nguyệt của phụ nữ nên nếu hormone tuyến giáp được tiết ra quá nhiều hoặc quá ít đều có thể dẫn đến những thay đổi trong chu kỳ kinh nguyệt của phụ nữ từ nhẹ đến nặng. Điều này có thể dẫn đến tình trạng mãn kinh sớm ở nữ giới. Chứng cường giáp tuy gây rối loạn kinh nguyệt nhưng sau một thời gian điều trị, tình trạng cường giáp ổn định (khoảng 3-6 tháng) thì chu kỳ kinh nguyệt cũng sẽ trở lại như trước và người bệnh có thể sinh sản như người bình thường. Tình trạng rối loạn kinh nguyệt tạm thời này không đáng ngại. Bên cạnh đó, các triệu chứng phổ biến nhất của suy buồng trứng sớm là chu kỳ kinh nguyệt biến mất hoặc không đều. Mặc dù phương pháp điều trị kết hợp các hormone có thể làm cho kinh nguyệt của người bệnh trở lại, nhưng sẽ không khôi phục chức năng của buồng trứng. Em có thể gặp bác sĩ đã khám cho em để trao đổi thêm hoặc đăng ký kiểm tra tại bệnh viện nhằm có những tư vấn chuyên sâu bởi các bác sĩ giàu chuyên môn. Chúc em luôn có sức khỏe tốt."
"Chào bác sĩ! Chu kỳ kinh của em là 28 ngày, ngày 25/2 dương lịch em đến ngày và ngày 20/3 dương lịch em có quan hệ. Bác sĩ cho em hỏi liệu em có dính bầu không ạ? Mong bác sĩ tư vấn giúp em. Em xin cảm ơn! Câu hỏi khách hàng ẩn danh Chào bác sĩ, chu kỳ kinh của em là 26 ngày mà tháng này vợ chồng em có quan hệ vào ngày 21, hiện giờ chưa có kinh thì liệu có thai không ạ. Cảm ơn bác sĩ tư vấn. Câu hỏi khách hàng ẩn danh Bác sĩ ơi cho em hỏi còn ít ngày nữa e tới tháng nhưng quan hệ với chồng không ngừa liệu có thai không bác sĩ? Mong bác sĩ tư vấn. Xin cảm ơn. Em quan hệ trước ngày dự tính có kinh 5 ngày mà hiện giờ em trễ 1 ngày rồi. Em có thai không ạ? Mong bác sĩ tư vấn. Xin cảm ơn.","Chào bạn! Theo thông tin bạn cung cấp, ngày quan hệ của bạn được coi là an toàn. Tuy nhiên, trong trường hợp quan hệ không sử dụng biện pháp tránh thai an toàn vẫn có khả năng mang thai vì ngày rụng trứng đúng chỉ diễn ra khi chu kỳ kinh nguyệt đều. Cảm ơn bạn đã gửi câu hỏi đến DICA, rất mong có thể được gặp bạn để tư vấn cụ thể hơn!"
Cho em hỏi: “Nước mắt nhân tạo có trị được mỏi và đau không?” và “ngồi nhiều máy tính có dùng được nước mắt nhân tạo không?”.,"Chào bạn! Xin giải đáp câu hỏi: Nước mắt nhân tạo có trị được mỏi và đau không?"" và ""ngồi nhiều máy tính có dùng được nước mắt nhân tạo không?"" của bạn như sau: Nước mắt nhân tạo là một loại thuốc dùng cho bệnh khô mắt. Nó giúp cho mắt không bị xốn cộm và nhìn rõ hơn. Do vậy, nước mắt nhân tạo thường dùng cho những người làm việc trong phòng máy lạnh và điều tiết mắt nhiều. Những trường hợp đau nhức mắt do các bệnh lý mắt khác thì nước mắt nhân tạo ít hoặc không có tác dụng. Hiện nay, vẫn chưa thấy báo cáo nào về tác dụng phụ hay nguy hiểm do nước mắt nhân tạo gây ra, cho nên bạn vẫn có thể sử dụng nước mắt nhân tạo thường xuyên và lâu dài. Nếu còn băn khoăn thắc mắc về việc sử dụng nước mắt nhân tạo bạn có thể đến bệnh viện để nhờ sự tư vấn chuyên sâu từ bác sĩ, dược sĩ. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Chào bác sĩ. Tôi đang mang thai và từ tháng thứ 8 thì bác sĩ bảo lượng đường trong máu của tôi cao. Sau khi điều chỉnh chế độ ăn uống thì buổi sáng lúc đói là khoảng dưới 90, nhưng sau ăn khoảng 2 tiếng thì có hôm cao nhất là gần 140. Vậy bác sĩ cho hỏi tôi có mắc bệnh tiểu đường thai kỳ không ạ? Mong bác sĩ tư vấn. Cảm ơn bác sĩ!","Chào em, đái tháo đường thai kỳ được chẩn đoán bằng nghiệm pháp dung nạp glucose đường uống. Nếu 1 trong 3 chỉ số tăng được chẩn đoán đái tháo đường thai kỳ. Đa số đái tháo đường thai kỳ đạt được đường máu mục tiêu chỉ bằng chế độ ăn và luyện tập. Đường máu sau ăn 2 giờ mục tiêu cho đái tháo đường ở người có thai là < 120mg/dl. Em nên đến khám bác sĩ chuyên khoa Nội tiết để chỉnh đường máu đạt mục tiêu em nhé. Cảm ơn bạn đã đặt câu hỏi cho DICA."
"Chào bác sĩ. Em có vết sẹo trên đầu, dài khoảng 3cm, rộng 2cm. Vết sẹo do mụn từ bé. Giờ em muốn cấy tóc vào chỗ đó, bác sĩ có thể tư vấn cho em được không ạ? Cảm ơn bác sĩ. Vũ Tuân. (cleaned text) Chào bác sĩ. Em có vết sẹo trên đầu, dài khoảng 3cm, rộng 2cm. Vết sẹo do mụn từ bé. Giờ em muốn cấy tóc vào chỗ đó, bác sĩ có thể tư vấn cho em được không ạ? Cảm ơn bác sĩ.",Hiện chuyên khoa da liễu tại DICA chưa thực hiện phương pháp cấy tóc bạn nhé. Cảm ơn bạn đã đặt câu hỏi tới DICA. Trân trọng.
"Chào bác sĩ. Xin cho tôi hỏi: Tôi bị sỏi niệu quản 8mm và thận ứ nước độ 2. Gần đây tôi có 1 cơn đau quặn thận được bác sĩ kê đơn uống tôi thấy đỡ đau. Nhưng giờ sau 1 tuần tôi đi khám lại thì vị trí vẫn ở chỗ cũ 1/3 trên và thận vẫn ứ nước độ 2. Tôi xin bác sĩ cho lời khuyên. Bị sỏi niệu quản 8mm, thận ứ nước độ 2 gây đau quặn, uống thuốc không khỏi phải làm sao? phải làm sao? Giờ tôi đang dùng thuốc đông y Bài Thạch. Tôi ăn uống, tiểu bình thường.","Chào em, xin được giải đáp lo lắng của em về vấn đề sỏi niệu quản, thận ứ nước gây đau quặn, uống thuốc không khỏi như sau: Em đã biết sỏi niệu quản, thận ứ nước, có nghĩa là viên sỏi đã nằm ở niệu quản khá lâu. Với kích thước sỏi như vậy, thời gian theo dõi và điều trị mà sỏi vẫn không di chuyển thì khả năng di chuyển của sỏi rất thấp. Em cần được đi khám và điều trị tán sỏi càng sớm càng tốt để cải thiện chức năng thận và tránh các biến chứng của sỏi niệu quản như nhiễm trùng, hẹp niệu quản, suy thận. Em có thể đến các bệnh viện để được các bác sĩ chuyên môn tư vấn, thăm khám và giải đáp thêm. Cảm ơn em đã gửi câu hỏi và chia sẻ lo lắng đến DICA."
"Chào bác sĩ, cho em hỏi em bị dị ứng dưới mắt quầng thâm thì phải làm sao ạ?","Chào em, nếu em bị dị ứng mắt thì bác sĩ mắt sẽ kê đơn thuốc cho em nhỏ mắt chống dị ứng thì mắt sẽ ổn em nhé, còn quầng thâm mắt thì em nên ngủ đủ giấc, tránh thức khuya, chườm lạnh mắt để giúp cải thiện tình trạng nhé!"
"Chào bác sĩ, Con năm nay 16 tuổi, con thường xuyên bị nặng đầu, đau vùng trán và hốc mắt kèm theo ngủ hay bị tê tay chân. Đôi lúc con cảm thấy nửa đầu bên phải và tai như đập theo nhịp. Bác sĩ cho con hỏi, nặng đầu kèm đau trán là dấu hiệu của bệnh gì?","Chào bạn, Với câu hỏi “Nặng đầu kèm đau trán là dấu hiệu của bệnh gì?”, bác sĩ xin giải đáp như sau: Do thiếu thông tin nên bác sĩ chưa thể đánh giá chính xác tình trạng của bạn. Chẩn đoán cần phân biệt với các dạng đau đầu do nguyên nhân khác. Bạn cần đi khám bác sĩ Nội thần kinh để đánh giá tình trạng đau đầu, có kế hoạch điều trị, dự phòng. Ngoài ra, bạn cần tập thể dục, đi ngủ sớm, hạn chế làm việc ở máy tính và điện thoại. Nếu bạn còn thắc mắc về nặng đầu kèm đau trán, bạn có thể đến bệnh viện để kiểm tra và tư vấn thêm bạn nhé. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Gàu, dị ứng dầu gội, mày đay, viêm da hoặc các loại ghẻ, chấy trú ngụ trên da có thể gây ra tình trạng ngứa da đầu.","Gàu Nếu da đầu bị khô, ngứa và thấy vảy trên tóc hoặc quần áo, thì bạn có thể bị gàu. Để loại trừ gàu và cơn ngứa hãy sử dụng dầu gội trị gàu và các phương pháp điều trị da đầu. Phản ứng với sản phẩm chăm sóc tóc Da đầu ngứa, khô và bong tróc có thể do chưa xả sạch dầu gội trên tóc, hoặc bạn dị ứng với thành phần dầu gội, dầu xả hoặc các sản phẩm khác tiếp xúc với da đầu. Nếu da ngứa và nổi mẩn đỏ, có khả năng bạn bị viêm da tiếp xúc dị ứng. Điều này phổ biến ở những người nhuộm tóc. Thủ phạm thường là một thành phần trong thuốc nhuộm gọi là para-phenylenediamine (PPD), được tìm thấy trong thuốc nhuộm tóc đen. Để hết ngứa, bạn phải ngừng sử dụng sản phẩm gây ra phản ứng. Mày đay Biểu hiện bệnh là những mảng đỏ, gồ lên bề mặt da và rất ngứa. Chúng có thể xuất hiện ở bất cứ vị trí nào trên da kể cả da đầu. Mày đay có xu hướng xuất hiện và biến mất trong vòng vài giờ. Nếu mày đay kéo dài hơn 6 tuần, chúng được gọi là mày đay mạn tính (kéo dài) và cần phải điều trị. Chí (chấy) Da đầu ngứa là triệu chứng phổ biến nhất của chí. Nếu nghi ngờ chí đang gây ngứa, hãy nhờ người khác kiểm tra kỹ da đầu và tóc của bạn để tìm trứng hoặc những con bọ nhỏ này. Cách giảm ngứa đầu duy nhất trong trường hợp này là loại bỏ hết chí. Ghẻ Bệnh ghẻ do một loại bọ nhỏ gây ngứa ở người gây ra. Chúng chui vào da đầu và có thể gây ngứa dữ dội đến mức khiến bạn thức trắng vào ban đêm. Để biết mình có bị ghẻ hay không, bạn cần đến cơ sở y tế, thuốc chữa ghẻ cũng cần bác sĩ kê đơn. Nấm da đầu Đây là một bệnh nhiễm trùng do nấm gây ra. Bị nấm trên da đầu, bạn có thể bị phát ban đỏ và ngứa dữ dội. Bệnh này cần được bác sĩ chẩn đoán và dùng thuốc theo đơn. Bệnh vẩy nến da đầu Khoảng 50% những người bị bệnh vẩy nến thể mảng có biểu hiện bùng phát trên da đầu. Trên da đầu, bạn có thể có các mảng màu đỏ, bong vảy giống như gàu, vảy trắng bạc và da đầu khô. Bệnh vẩy nến da đầu thường ngứa, với mức độ ngứa từ nhẹ đến dữ dội. Gội dầu có chứa thuốc sẽ giúp giảm ngứa đầu trong trường hợp này. Viêm da dị ứng Nếu bạn mắc một loại bệnh chàm được gọi là viêm da dị ứng (AD), bệnh này có thể phát triển trên da đầu của bạn. Biểu hiện bệnh là mẩn đỏ và đóng vảy trên da đầu, thậm chí một số người cảm thấy da đầu cảm thấy bỏng rát, ngứa ngáy. Phải điều trị với bác sĩ da liễu mới có thể hết được bệnh viêm da dị ứng này. Vấn đề về dây thần kinh Da đầu ngứa dữ dội mà không phải các nguyên nhân trên thì có thể do bệnh lý dây thần kinh. Đây là từ dùng trong y học để chỉ dây thần kinh bị tổn thương, hoặc sự bất thường trong cách thức hoạt động của dây thần kinh. Các bệnh có thể ảnh hưởng đến thần kinh bao gồm zona và đái tháo đường. Rụng tóc cũng có khả năng gây ra những vết sẹo sâu, những vết sẹo này có thể đã làm tổn thương dây thần kinh, khiến da đầu bạn bị ngứa. Ung thư da Mắc ung thư da đầu sẽ khiến người bệnh có cảm giác ngứa. Trường hợp nghi ngờ ung thư da, bạn cần đến gặp bác sĩ da liễu để được thăm khám và chẩn đoán nguyên nhân gây ngứa có phải do ung thư hay không."
"Chào bác sĩ, Em năm nay 37 tuổi bị u tiền liệt tuyến chuẩn bị phẫu thuật. Bác sĩ cho em hỏi có thể gây tê tủy sống khi phẫu thuật u tiền liệt tuyến không? Em cảm ơn bác sĩ.","Chào bạn, Với câu hỏi “Có thể gây tê tủy sống khi phẫu thuật u tiền liệt tuyến không?”, bác sĩ xin giải đáp như sau: Phẫu thuật u tiền liệt tuyến có thể áp dụng phương pháp gây mê toàn thân hoặc gây tê tủy sống. Gây mê toàn thân là phương pháp vô cảm với mục đích khiến cho người bệnh mất cảm giác, ý thức, các phản xạ một khoảng thời gian tạm thời bằng cách sử dụng thuốc mê tác động lên hệ thần kinh trung ương. Gây mê tác động đến não và khiến người bệnh mất cảm giác toàn thân, do đó sẽ không ý thức được về cuộc mổ cũng như không có cảm giác đau đớn. Cùng với khả năng làm tê liệt các cơ trên cơ thể, gây mê toàn thân cũng làm tê liệt các cơ hô hấp, do đó bệnh nhân khi được gây mê toàn thân sẽ phải cần đến sự hỗ trợ của máy mê giúp thở nhằm duy trì quá trình hô hấp. Gây tê tủy sống hay còn được gọi là gây tê màng nhện, được thực hiện bằng cách tiêm thuốc tê vào khoang dưới nhện ở vùng thắt lưng. Dịch não tủy hòa chung cùng thuốc tế khiến dẫn truyền của các rễ thần kinh gây liệt vận động và mất cảm giác bị ức chế có hồi phục. Mỗi phương pháp đều có ưu điểm và bất lợi riêng. Tùy thuộc vào phương pháp phẫu thuật và tình trạng thể chất cũng như nguyện vọng của bạn, bác sĩ gây mê sẽ tư vấn phương pháp thích hợp nhất cho bạn. Cả 2 phương pháp gây mê và gây tê tủy sống đều đảm bảo bạn không đau trong quá trình mổ. Nếu bạn còn thắc mắc về gây tê tủy sống, bạn có thể đến bệnh viện để kiểm tra và tư vấn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Chào bác sĩ, Gần đây, em phát hiện 2 lần đi tiểu đều ra sỏi tầm 4mm. Khoảng 5 ngày trước tự nhiên em thấy đau lưng bên trái 1 lúc, đau khác bình thường. Hiện tại em đang cho con nhỏ 3 tháng tuổi bú mẹ. Vậy bác sĩ cho em hỏi đang cho con bú điều trị sỏi thận như thế nào là tốt nhất? Liệu trong người em có nhiều sỏi lớn không? Nếu đi kiểm tra kích thước sỏi thận thì nên đề nghị kiểm tra như thế nào? Em cảm ơn bác sĩ đã tư vấn.","Chào bạn, Với câu hỏi “Đang cho con bú điều trị sỏi thận như thế nào là tốt nhất?”, bác sĩ xin giải đáp như sau: Hiện tại, cận lâm sàng để tầm soát sỏi niệu quản thì có siêu âm và chụp CT bụng để tầm soát kích thước và số lượng sỏi và xem có các biến chứng gì khác hay không. Với tình trạng của bạn tiểu ra sỏi thì khả năng vẫn còn sỏi trong thận do đó bạn nên đến bệnh viện để khám với chuyên khoa Niêu - Thận để được tư vấn và điều trị sỏi này 1 cách tốt nhất. Nếu bạn còn thắc mắc về điều trị sỏi thận, bạn có thể đến bệnh viện để kiểm tra và tư vấn thêm. Cảm ơn bạn đã đặt câu hỏi cho DICA. Chúc bạn có thật nhiều sức khỏe. Trân trọng!"
"Chào bác sĩ, cho em hỏi chút vấn đề ạ. Trước em bị bệnh lậu và đã khỏi nhưng buổi sáng dậy cứ thấy dính ở quần vài giọt trắng em không biết bệnh gì. Em đã khám ở bệnh viện da liễu thì kết luận em không bị gì. Mong bác sĩ giúp em với ạ và dạo này em thấy đau ở bên hông trái. Cảm ơn những chia sẻ của bác sĩ.","Chào em. Với trường hợp của em, em nên khám thêm xét nghiệm lại tổng phân tích nước tiểu, siêu âm bụng, khám chuyên khoa nội thận. Khi có đầy đủ kết quả bác sĩ mới có thể tư vấn và đưa ra hướng điều trị phù hợp nhất đối với em. Em có thể đến các trung tâm y tế lớn hoặc bệnh viện gần nhất thuộc DICA cơ sở trên cả nước. Cảm ơn bạn đã đặt câu hỏi cho DICA."
